Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2018-06-19,24.884986877441406,46.204097747802734,26.374025344848633,23.5010986328125,64.09523010253906,33.14058303833008,41.185298919677734,24.024587631225586,19.561107635498047,74.01789093017578,51.813140869140625
2018-06-20,24.804147720336914,46.77750015258789,26.490474700927734,23.440950393676758,64.13900756835938,33.21018981933594,41.225624084472656,24.28390121459961,19.57670021057129,74.17487335205078,52.05881118774414
2018-06-21,24.54036521911621,46.490814208984375,25.999975204467773,23.37220573425293,63.33376693725586,32.95501708984375,41.3062858581543,24.428810119628906,19.642953872680664,73.74748992919922,51.687984466552734
2018-06-22,24.897741317749023,46.69426345825195,26.518705368041992,23.260501861572266,63.552574157714844,32.84830093383789,41.64506149291992,24.642362594604492,19.779367446899414,74.07894134521484,51.599918365478516
2018-06-25,24.510583877563477,45.732444763183594,25.98586654663086,23.011314392089844,62.7473258972168,32.166282653808594,41.85478591918945,24.58135223388672,20.10674476623535,73.39860534667969,50.478172302246094
2018-06-26,24.60418128967285,45.808284759521484,26.314037322998047,22.933979034423828,62.983638763427734,32.29619216918945,41.677330017089844,24.71100616455078,20.130130767822266,73.17182922363281,50.83972930908203
2018-06-27,24.5275936126709,45.40876770019531,26.666915893554688,22.65041732788086,62.47599792480469,31.85542106628418,41.588600158691406,24.642362594604492,20.227567672729492,72.55252075195312,50.1815185546875
2018-06-28,24.621200561523438,45.8619270324707,26.631628036499023,22.848047256469727,62.56352996826172,32.24514389038086,41.588600158691406,24.88641929626465,20.219776153564453,72.64848327636719,50.57551574707031
2018-06-29,24.706289291381836,45.80643081665039,26.7974796295166,22.848047256469727,62.69478988647461,32.23122787475586,41.56440353393555,24.94743537902832,20.250951766967773,72.7967529296875,50.66358947753906
2018-07-02,24.574403762817383,46.0931282043457,26.402254104614258,22.959758758544922,62.8348503112793,32.51887893676758,41.322425842285156,24.802528381347656,20.395151138305664,73.02352142333984,50.73311233520508
2018-07-03,24.5318603515625,45.52899169921875,26.56810760498047,22.753528594970703,62.633541107177734,32.1338005065918,41.419212341308594,24.94743537902832,20.4536190032959,73.1979751586914,50.478172302246094
2018-07-05,24.744583129882812,46.22261428833008,26.539878845214844,22.805091857910156,62.93989944458008,32.58848190307617,41.99189758300781,25.275390625,20.562746047973633,73.95681762695312,50.72848129272461
2018-07-06,24.867963790893555,46.95320510864258,26.702199935913086,22.91679573059082,63.15868377685547,32.968929290771484,42.12095642089844,25.382164001464844,20.722536087036133,75.02094268798828,51.12712097167969
2018-07-09,25.089202880859375,47.221412658691406,27.100955963134766,23.440950393676758,64.33152770996094,33.21946716308594,41.95964050292969,25.145732879638672,20.083364486694336,75.57048034667969,51.73896789550781
2018-07-10,25.301929473876953,47.20198440551758,27.302091598510742,23.35502052307129,64.53284454345703,33.2983283996582,42.45972442626953,25.267763137817383,20.27433204650879,75.85830688476562,51.850215911865234
2018-07-11,24.876476287841797,47.13817596435547,26.723371505737305,23.24331283569336,63.47378921508789,33.16842269897461,42.322601318359375,25.19149398803711,20.457515716552734,75.25645446777344,51.729705810546875
2018-07-12,24.936037063598633,47.87803649902344,26.769245147705078,23.28628158569336,64.21775817871094,33.69269943237305,42.26614761352539,25.252511978149414,20.47309684753418,76.09380340576172,52.07271957397461
2018-07-13,24.92327308654785,47.80405044555664,26.9103946685791,23.183164596557617,64.55034637451172,33.65557861328125,42.540401458740234,25.168615341186523,20.476999282836914,76.23336029052734,52.1885986328125
2018-07-16,24.72330665588379,47.66532897949219,26.599870681762695,23.59561538696289,64.28777313232422,33.57670974731445,42.3387451171875,25.031335830688477,20.457515716552734,75.77106475830078,52.31838607788086
2018-07-17,25.046655654907227,47.67457580566406,26.494009017944336,23.621395111083984,64.54158782958984,33.82724380493164,42.701717376708984,24.863544464111328,20.441926956176758,76.18975830078125,52.3693733215332
2018-07-18,24.812654495239258,47.535858154296875,26.51163673400879,23.999473571777344,65.25055694580078,33.771568298339844,42.35487365722656,24.772016525268555,20.336692810058594,76.25080108642578,52.33692169189453
2018-07-19,24.902002334594727,47.202919006347656,26.518705368041992,23.638578414916992,65.22430419921875,33.650943756103516,42.379066467285156,25.00844955444336,20.523771286010742,75.82339477539062,52.216400146484375
2018-07-20,24.799890518188477,47.04569625854492,26.42695426940918,23.68154525756836,65.1542739868164,33.660221099853516,42.63717269897461,24.78727149963379,20.379568099975586,75.67510986328125,51.984642028808594
2018-07-23,24.663747787475586,47.23991775512695,26.310503005981445,24.00806999206543,64.75164794921875,33.83189010620117,42.37100601196289,24.7186336517334,20.23535919189453,75.83212280273438,51.92900848388672
2018-07-24,24.982839584350586,47.572853088378906,26.642213821411133,24.076807022094727,65.02299499511719,34.01748275756836,42.4516716003418,24.64999008178711,20.305519104003906,76.52117919921875,51.776058197021484
2018-07-25,25.178550720214844,47.915035247802734,26.864524841308594,24.12835693359375,66.0120620727539,34.4443244934082,42.77429962158203,24.8940486907959,20.363981246948242,77.49810791015625,52.15614700317383
2018-07-26,25.323204040527344,46.10791778564453,27.157411575317383,24.119770050048828,66.51969909667969,33.9154052734375,43.000160217285156,24.977947235107422,20.58223533630371,77.28004455566406,51.88267135620117
2018-07-27,25.2296085357666,45.23303985595703,27.040956497192383,24.171329498291016,66.5284423828125,33.33544921875,43.05662536621094,24.7491397857666,20.515979766845703,76.72180938720703,51.74824523925781
2018-07-30,25.182802200317383,44.52093505859375,27.263280868530273,24.188514709472656,65.87197875976562,32.815818786621094,43.00822067260742,24.72625732421875,20.39125633239746,76.76543426513672,51.3357048034668
2018-07-31,25.41254997253418,44.816871643066406,27.213876724243164,24.016660690307617,67.32489776611328,32.903968811035156,43.209861755371094,25.206748962402344,20.574434280395508,77.56788635253906,51.57673645019531
2018-08-01,25.15302276611328,44.63190460205078,26.83629608154297,24.016660690307617,66.4146499633789,33.20090866088867,42.84690475463867,25.374534606933594,20.441926956176758,77.5853271484375,51.32179260253906
2018-08-02,24.987091064453125,44.9278564453125,26.688087463378906,24.025249481201172,66.32711791992188,33.61846160888672,43.282474517822266,25.252511978149414,20.543254852294922,77.8731460571289,51.67409133911133
2018-08-03,25.225351333618164,45.23303985595703,26.550466537475586,24.162734985351562,66.38839721679688,33.73910140991211,43.79064178466797,25.580469131469727,20.77320671081543,78.3354263305664,51.850215911865234
2018-08-06,25.216840744018555,45.68620300292969,26.649267196655273,24.2916259765625,66.48468017578125,33.920040130615234,43.830955505371094,25.527076721191406,20.788801193237305,78.4749984741211,52.1978759765625
2018-08-07,25.301929473876953,45.741703033447266,26.84688377380371,24.403331756591797,66.95732116699219,34.04995346069336,43.56477737426758,25.47368812561035,20.757612228393555,78.4837417602539,52.43890380859375
2018-08-08,25.195568084716797,45.7047119140625,26.652801513671875,24.463478088378906,66.65973663330078,34.14274215698242,43.23407745361328,25.313520431518555,20.648487091064453,78.60582733154297,52.49453353881836
2018-08-09,25.33171272277832,45.95439910888672,26.405790328979492,24.31740951538086,66.2921142578125,34.15666198730469,43.105018615722656,25.359285354614258,20.742029190063477,78.51861572265625,52.689205169677734
2018-08-10,24.9658203125,45.56597900390625,26.56810760498047,24.033842086791992,65.70568084716797,33.882930755615234,42.94369125366211,25.1152286529541,20.652379989624023,78.17842864990234,52.24885559082031
2018-08-13,24.714801788330078,45.50123596191406,26.229341506958008,23.801837921142578,65.3906021118164,33.836524963378906,42.94369125366211,25.10759925842285,20.679662704467773,78.2046127319336,51.984642028808594
2018-08-14,24.92327308654785,45.82493591308594,26.292871475219727,24.025249481201172,65.84574890136719,34.045310974121094,43.24213409423828,25.206748962402344,20.722536087036133,78.57095336914062,52.48988723754883
2018-08-15,24.5275936126709,45.18680191040039,25.37537956237793,23.836212158203125,65.53064727783203,33.73910140991211,43.419593811035156,25.427932739257812,20.913515090942383,78.44010925292969,51.850215911865234
2018-08-16,24.6765079498291,45.16830825805664,25.558879852294922,24.15414047241211,66.36213684082031,33.887569427490234,44.040679931640625,25.6262264251709,21.139562606811523,79.20767974853516,52.10515594482422
2018-08-17,24.859451293945312,44.95560073852539,25.622398376464844,24.205698013305664,66.7647476196289,33.93860626220703,44.37944793701172,25.87028694152832,21.248689651489258,79.451904296875,52.15150833129883
2018-08-20,25.033893585205078,45.02958297729492,25.795299530029297,24.283029556274414,67.21113586425781,33.887569427490234,44.35525131225586,25.900794982910156,21.174636840820312,79.71356964111328,52.522335052490234
2018-08-21,25.131752014160156,45.307029724121094,25.92586898803711,24.37755584716797,67.71002197265625,33.943241119384766,44.040679931640625,25.664358139038086,21.02263641357422,79.71356964111328,52.93950271606445
2018-08-22,25.004112243652344,45.25153732299805,26.23639488220215,24.2916259765625,67.05360412597656,34.045310974121094,43.76642990112305,25.504199981689453,20.866744995117188,79.79206848144531,52.9951286315918
2018-08-23,24.833934783935547,45.066585540771484,26.112892150878906,24.17991828918457,66.86102294921875,34.119544982910156,43.66157531738281,25.443185806274414,20.85115623474121,79.76590728759766,52.94414138793945
2018-08-24,25.157278060913086,45.72321319580078,26.303455352783203,24.265851974487305,67.14986419677734,34.46287155151367,43.60512161254883,25.618602752685547,20.940793991088867,80.14969635009766,53.25470733642578
2018-08-27,25.501895904541016,46.16712188720703,26.497533798217773,24.59237289428711,67.9988784790039,34.778377532958984,43.629310607910156,25.580469131469727,20.812183380126953,80.43753814697266,53.597713470458984
2018-08-28,25.40403938293457,45.963653564453125,26.384613037109375,24.566591262817383,67.85882568359375,34.83867263793945,43.4841194152832,25.893169403076172,20.769309997558594,80.48116302490234,53.7043342590332
2018-08-29,25.595495223999023,46.22261428833008,26.546932220458984,24.557998657226562,67.91136169433594,35.1541748046875,43.53252029418945,25.855037689208984,20.92131233215332,81.00448608398438,54.30691909790039
2018-08-30,25.293418884277344,45.935909271240234,26.472829818725586,24.36896324157715,67.43871307373047,35.04746627807617,43.39540481567383,25.71774673461914,20.929101943969727,80.94342803955078,53.99635314941406
2018-08-31,25.216840744018555,45.48273468017578,26.26816749572754,24.343183517456055,67.48247528076172,35.075294494628906,43.3792724609375,25.81690216064453,20.83946418762207,80.92597198486328,54.209571838378906
2018-09-04,25.042404174804688,44.918601989746094,26.211702346801758,24.463478088378906,67.4299545288086,34.94075012207031,43.322811126708984,25.588090896606445,20.93299674987793,80.280517578125,54.311553955078125
2018-09-05,25.208328247070312,44.33596420288086,26.176414489746094,24.480663299560547,67.91136169433594,34.50462341308594,43.8228874206543,25.748260498046875,21.22530174255371,80.60324096679688,53.727508544921875
2018-09-06,25.259382247924805,44.00303268432617,25.692970275878906,24.36896324157715,68.12139892578125,34.25410079956055,43.943885803222656,25.832151412963867,21.346126556396484,80.60324096679688,53.57917404174805
2018-09-07,25.09345054626465,44.09551239013672,25.689451217651367,24.343183517456055,67.91136169433594,34.13811492919922,43.855159759521484,25.504199981689453,21.08499526977539,80.7253646850586,53.57455062866211
2018-09-10,25.12323760986328,44.18799591064453,25.678861618041992,24.31740951538086,68.26144409179688,34.24481201171875,44.00841522216797,25.641481399536133,21.190227508544922,80.51602935791016,53.77385330200195
2018-09-11,25.174291610717773,44.63190460205078,25.922348022460938,24.343183517456055,68.24394226074219,34.537113189697266,43.84709167480469,25.649112701416016,21.13566780090332,80.4462661743164,54.20494842529297
2018-09-12,25.18705940246582,44.502437591552734,26.05643081665039,24.119770050048828,68.4540023803711,34.393272399902344,44.35525131225586,25.671995162963867,21.11617660522461,80.84748077392578,54.30691909790039
2018-09-13,25.284914016723633,44.816871643066406,26.06702423095703,24.085405349731445,68.8653793334961,34.79692459106445,44.29072570800781,25.832151412963867,21.275970458984375,81.85057067871094,54.399620056152344
2018-09-14,25.27640151977539,44.7336311340332,26.204639434814453,24.25725555419922,69.20674133300781,34.769081115722656,44.169734954833984,25.610971450805664,21.16294288635254,81.58015441894531,54.195674896240234
2018-09-17,25.36574935913086,44.298980712890625,26.246990203857422,24.15414047241211,69.23299407958984,34.332969665527344,44.33106994628906,25.75588035583496,21.23310089111328,81.28361511230469,53.5235595703125
2018-09-18,25.391277313232422,44.6134147644043,26.419897079467773,24.274438858032227,69.86317443847656,34.551029205322266,44.145538330078125,25.603343963623047,21.194128036499023,81.7546157836914,54.20494842529297
2018-09-19,25.66782569885254,44.7336311340332,26.50105857849121,24.6868896484375,69.8018798828125,34.46287155151367,44.064876556396484,25.359285354614258,20.734233856201172,81.64122009277344,54.228111267089844
2018-09-20,25.944366455078125,45.22380065917969,26.508121490478516,24.90171241760254,69.9069595336914,34.87115478515625,44.62144088745117,25.549955368041992,20.777103424072266,82.4349594116211,54.598941802978516
2018-09-21,25.88837242126465,45.02164077758789,26.683284759521484,24.805049896240234,70.3590087890625,34.733360290527344,44.69291305541992,25.549957275390625,20.865581512451172,82.54615783691406,54.35763931274414
2018-09-24,25.52501106262207,45.02164077758789,27.07411766052246,24.52886390686035,69.15411376953125,34.905616760253906,44.010581970214844,25.048974990844727,20.680757522583008,82.71250915527344,54.004310607910156
2018-09-25,25.392492294311523,45.040184020996094,27.248214721679688,24.433916091918945,68.94303131103516,34.86370849609375,43.750640869140625,25.02585792541504,20.39762306213379,82.4585952758789,54.23212814331055
2018-09-26,25.140274047851562,45.21636962890625,26.98528289794922,24.140470504760742,68.89905548095703,34.733360290527344,43.79937744140625,24.74838638305664,20.197065353393555,82.64248657226562,54.35763931274414
2018-09-27,24.92226219177246,45.6058464050293,26.98528289794922,24.054162979125977,68.99578857421875,34.938201904296875,43.74253463745117,24.825462341308594,20.405487060546875,83.06277465820312,54.543617248535156
2018-09-28,24.76409339904785,45.438934326171875,26.91067886352539,23.80386734008789,68.95181274414062,35.068546295166016,43.80751037597656,25.133764266967773,20.70435333251953,83.31671905517578,54.49711990356445
2018-10-01,25.01202964782715,45.25347137451172,27.283742904663086,23.898805618286133,69.55863952636719,35.236148834228516,43.77501678466797,24.941078186035156,20.633567810058594,83.72827911376953,54.32975387573242
2018-10-02,25.118900299072266,45.21636962890625,27.31217384338379,23.898805618286133,69.71695709228516,35.24079895019531,44.02682876586914,24.86400032043457,20.91277503967285,83.63196563720703,53.59519577026367
2018-10-03,24.93935775756836,45.42039489746094,27.532459259033203,24.123205184936523,70.0072021484375,35.347862243652344,43.55569839477539,24.578826904296875,20.661096572875977,83.47434997558594,53.41388702392578
2018-10-04,24.823936462402344,44.77125549316406,27.41876220703125,24.28719711303711,69.77854919433594,34.710086822509766,43.45008850097656,24.46321678161621,20.771203994750977,82.65999603271484,52.5770378112793
2018-10-05,24.64012336730957,44.344696044921875,27.415212631225586,24.166362762451172,69.41795349121094,34.27248764038086,43.40947723388672,24.470924377441406,21.08973503112793,82.56368255615234,52.181861877441406
2018-10-08,24.62729835510254,44.196311950683594,27.39389419555664,24.33034896850586,69.59381866455078,33.88610076904297,44.010581970214844,24.786930084228516,21.266698837280273,82.52864074707031,52.31668472290039
2018-10-09,23.810800552368164,44.168495178222656,27.639053344726562,24.23540687561035,68.52086639404297,34.00715255737305,43.913116455078125,24.87171173095703,21.353208541870117,82.66874694824219,52.16325378417969
2018-10-10,23.186676025390625,42.425132751464844,26.77210235595703,23.48452377319336,66.3133773803711,32.35914611816406,43.3851203918457,24.478633880615234,21.235233306884766,80.716064453125,50.4058837890625
2018-10-11,22.917362213134766,42.06346893310547,25.8660945892334,22.785425186157227,64.56318664550781,31.949481964111328,42.3128662109375,23.761850357055664,20.845922470092773,78.53575134277344,49.51790237426758
2018-10-12,22.981487274169922,43.00006866455078,25.937143325805664,22.811315536499023,64.99413299560547,32.97365188598633,42.54843521118164,23.746437072753906,20.822322845458984,79.74412536621094,50.43377685546875
2018-10-15,22.904541015625,42.83314514160156,25.72041130065918,22.707744598388672,65.11722564697266,32.43362808227539,42.80838394165039,23.892873764038086,20.920635223388672,79.1924819946289,50.317562103271484
2018-10-16,23.27216911315918,43.9644889831543,25.93359375,23.087509155273438,66.21661376953125,33.41123962402344,43.28763198852539,24.33989715576172,21.13692283630371,81.36402893066406,51.3264274597168
2018-10-17,23.122556686401367,44.140682220458984,25.770151138305664,23.320541381835938,65.7328872680664,33.257625579833984,43.4907112121582,24.270532608032227,21.097593307495117,81.79310607910156,50.90333938598633
2018-10-18,22.86178970336914,43.33391571044922,25.64223861694336,22.932151794433594,64.59835815429688,32.60588455200195,43.43384552001953,24.278244018554688,21.12905502319336,80.86493682861328,49.92701721191406
2018-10-19,22.699352264404297,43.32463455200195,25.41485023498535,23.018461227416992,64.36090087890625,32.59190368652344,44.42485427856445,24.524869918823242,21.459383010864258,80.12940216064453,49.43886184692383
2018-10-22,22.51980209350586,43.29681396484375,25.134151458740234,22.52650260925293,64.1410140991211,32.8619270324707,44.09181594848633,24.178041458129883,21.321748733520508,79.47268676757812,49.63877487182617
2018-10-23,22.29751968383789,43.20408630371094,24.47684669494629,22.34525489807129,63.08564758300781,32.736236572265625,44.28676986694336,24.332191467285156,21.203771591186523,79.04360961914062,49.6480827331543
2018-10-24,21.5921630859375,41.145416259765625,23.510421752929688,21.784250259399414,60.948486328125,31.26980209350586,44.47359848022461,24.617366790771484,21.718931198120117,76.43423461914062,48.165016174316406
2018-10-25,21.87002944946289,42.50859069824219,23.798219680786133,22.120845794677734,61.37943649291992,32.34518051147461,44.57919692993164,24.910245895385742,21.3807373046875,77.4236831665039,49.62019348144531
2018-10-26,21.741788864135742,41.35871124267578,23.620569229125977,21.801509857177734,60.77257537841797,31.698083877563477,43.72627258300781,24.262821197509766,20.98748779296875,76.54804229736328,48.0766716003418
2018-10-29,21.690488815307617,40.718849182128906,23.179996490478516,21.991390228271484,59.76116943359375,31.162731170654297,44.22990798950195,24.663610458374023,21.282419204711914,76.74070739746094,47.653602600097656
2018-10-30,22.186370849609375,41.831642150878906,23.716501235961914,22.371145248413086,60.9924430847168,31.511878967285156,45.10719299316406,25.072097778320312,21.365001678466797,77.56378936767578,48.36956787109375
2018-10-31,22.489883422851562,42.694053649902344,23.862178802490234,22.681859970092773,61.458580017089844,32.26137924194336,44.684791564941406,24.73297691345215,21.11332130432129,77.66887664794922,48.99254608154297
2018-11-01,23.122556686401367,42.944435119628906,24.0646915435791,22.785425186157227,62.54033279418945,32.638465881347656,45.0015983581543,24.825462341308594,21.018945693969727,78.64958190917969,49.992122650146484
2018-11-02,23.066986083984375,42.50859069824219,24.00429916381836,22.768165588378906,62.43482208251953,32.000694274902344,44.76601791381836,24.617366790771484,20.90097427368164,78.15921020507812,50.19667053222656
2018-11-05,23.1353759765625,42.33240509033203,24.405784606933594,23.13065528869629,62.7602424621582,31.968109130859375,45.32651138305664,25.02585792541504,21.195913314819336,78.85095977783203,50.26641845703125
